,pid,lab,ml_e_p,ap_e_p,dv_e_p,ml_t_p,ap_t_p,dv_t_p,phi_p,theta_p,depth_p,ml_e_m,ap_e_m,dv_e_m,ml_t_m,ap_t_m,dv_t_m,phi_m,theta_m,depth_m,ml_e_e,ap_e_e,dv_e_e,ml_t_e,ap_t_e,dv_t_e,phi_e,theta_e,depth_e
321,c0c3c95d-43c3-4e30-9ce7-0519d0473911,mrsicflogellab,2309.000,7469.917,1010.571,1377.378,7469.917,6560.460,0.000,10.000,5627.538,2335.000,7512.236,1411.832,1482.214,7512.236,6492.074,0.000,10.000,5151.321,2225.000,8275.000,1000.000,1869.699,9330.212,5423.600,71.391,14.128,4561.573
322,ba291bec-4492-4d7f-a6aa-483ebb64b3c3,danlab,4939.000,8619.871,285.782,5974.276,8619.871,4344.293,180.000,15.000,4188.474,4939.000,8619.871,285.782,5974.276,8619.871,4344.293,180.000,15.000,4188.474,4625.000,8500.000,200.000,5568.601,8531.937,3925.834,178.061,14.220,3843.598
323,25a9182c-4795-4768-af47-98975d2d2a8a,danlab,6188.000,9769.825,1060.992,4398.100,9769.825,7210.674,0.000,17.000,6404.868,6188.000,9769.825,1060.992,4492.244,9769.825,6887.218,0.000,17.000,6067.990,6050.000,10125.000,1175.000,4342.217,10600.296,6164.159,15.553,19.561,5294.728
324,68c98fb2-402b-4670-9b3b-0c77619998ea,zadorlab,3393.000,7929.899,509.521,2276.616,7929.899,7160.077,0.000,10.000,6743.605,3460.800,7901.472,1434.626,2561.042,7901.472,6794.691,0.000,10.000,5435.058,3714.187,8760.152,375.000,2883.446,9421.162,5416.544,38.509,11.891,5152.109
325,d6c810b2-5922-4127-af2b-4b104bc55c2b,zadorlab,2585.000,8159.890,809.941,3620.276,8159.890,4868.453,180.000,15.000,4188.474,2808.900,7984.913,1474.647,3844.409,7984.913,5534.072,180.000,15.000,4189.417,3106.709,9002.671,650.000,4098.323,9675.743,4924.106,145.833,15.664,4438.954
326,03c42ea1-1e04-4a3e-9b04-46d8568dcd02,danlab,8409.000,10689.788,1810.992,7519.400,10689.788,7110.540,0.000,10.000,5373.695,8409.000,10689.788,1810.992,7540.759,10689.788,6983.301,0.000,10.000,5244.676,8350.000,10750.000,1725.000,7922.905,11809.605,6348.600,68.047,13.879,4762.652
327,95fd67e6-cbff-4356-80c7-5a03b1bf6b8a,danlab,3035.000,7239.926,659.731,4070.276,7239.926,4718.243,180.000,15.000,4188.474,3035.000,7239.926,659.731,4070.276,7239.926,4718.243,180.000,15.000,4188.474,3175.000,7600.000,525.000,3899.821,7599.000,4794.360,-179.921,9.635,4330.450
328,aec2b14f-5dbc-400b-bf2e-dd13e711e2ff,wittenlab,2598.000,6779.945,960.151,3633.276,6779.945,5018.663,180.000,15.000,4188.474,5739.000,5400.000,332.000,5739.000,5400.000,332.000,0.000,0.000,0.000,2575.000,6625.000,925.000,3400.325,6632.036,4888.864,179.512,11.762,4048.880
329,be9a2119-a4d7-4e62-82a1-b1a6623ecc99,cortexlab,2939.000,8343.882,332.000,1931.841,8343.882,6331.879,0.000,10.000,6083.824,2839.000,8325.483,332.000,1936.029,8325.483,5711.202,0.000,10.000,5454.463,3325.000,8650.000,525.000,2690.080,8650.000,6630.637,-0.000,5.937,6138.560
330,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,zadorlab,2868.000,8389.880,710.151,1843.997,8389.880,6810.373,0.000,10.000,6185.571,2770.600,8386.661,1645.655,2056.889,8386.661,5897.397,0.000,10.000,4311.229,3875.000,11075.000,1250.000,4837.777,11464.131,5555.414,157.993,13.560,4428.877
331,7bc16ab1-1b0d-4f52-9e4b-210106ea344c,churchlandlab,6984.000,11149.770,802.588,5943.326,11149.770,7002.119,0.000,10.000,6286.269,6971.500,11142.870,1569.605,6023.311,11142.870,7218.181,0.000,10.000,5727.606,7175.000,11600.000,1200.000,6029.319,12401.005,7096.046,34.959,13.338,6059.501
332,8d0a5caf-2be2-48c1-bf1a-f538bacd46b4,churchlandlab,6039.000,10919.779,1035.782,7074.276,10919.779,5094.293,180.000,15.000,4188.474,6042.700,10925.207,813.408,7091.797,10925.207,4926.101,180.000,15.000,4244.390,6425.000,11550.000,925.000,7520.099,11807.525,4037.313,166.767,19.873,3309.389
333,898f8971-31e9-4fdb-b66e-2ae6d3a33a5b,danlab,4445.000,4940.018,909.731,5480.276,4940.018,4968.243,180.000,15.000,4188.474,4445.000,4940.018,909.731,5480.276,4940.018,4968.243,180.000,15.000,4188.474,4346.708,4812.931,925.000,5586.151,5360.739,4414.938,156.156,21.221,3743.792
334,fe2d6fc9-b0c4-4256-b427-9c06950da925,cortexlab,3958.000,8619.871,360.361,4993.276,8619.871,4418.873,180.000,15.000,4188.474,4222.000,8760.626,332.000,5033.111,8760.626,5163.972,180.000,10.000,4899.577,4850.000,8650.000,225.000,5850.612,8873.801,5397.005,167.392,11.213,5272.660
335,9150758e-1390-41d1-b426-96675e60dbea,cortexlab,7520.000,8619.871,360.361,6484.724,8619.871,4418.873,0.000,15.000,4188.474,7282.000,8703.220,332.000,6470.994,8703.220,5163.351,0.000,10.000,4898.947,7625.000,8800.000,375.000,7044.307,8378.717,4269.530,-35.960,10.437,3960.056
336,c6ba6f8e-c13e-410f-b7df-e193ba0d239d,danlab,3471.000,9539.834,710.151,4506.276,9539.834,4768.663,180.000,15.000,4188.474,3471.000,9539.834,710.151,4506.276,9539.834,4768.663,180.000,15.000,4188.474,3300.000,9750.000,825.000,4018.222,9886.012,4584.741,169.277,11.002,3830.143
337,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,churchlandlab,3971.000,7239.926,410.782,5006.276,7239.926,4469.293,180.000,15.000,4188.474,3818.300,7217.387,423.176,4929.203,7217.387,4778.163,180.000,15.000,4494.442,3585.249,7796.995,400.000,4608.713,8305.075,4521.798,153.599,15.494,4277.247
338,4762e8ed-4d94-4fd7-9522-e927f5ffca74,churchlandlab,3918.000,7469.917,360.361,2726.079,7469.917,7460.908,0.000,10.000,7199.892,3874.400,7565.685,473.387,2803.616,7565.685,6852.293,0.000,10.000,6468.154,3356.464,8142.755,475.000,2424.030,8919.306,6441.807,39.788,11.495,6088.945
339,6a098711-5423-4072-8909-7cff0e2d4531,mrsicflogellab,6725.000,10229.807,1233.261,4985.388,10229.807,7210.165,0.000,17.000,6224.921,6739.000,10346.642,1233.261,5408.709,10346.642,5803.835,0.000,17.000,4760.234,7225.000,10750.000,1325.000,5981.935,11396.749,5639.733,27.487,17.992,4536.564
340,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,mrsicflogellab,2379.000,9539.834,2310.992,3309.972,9539.834,5960.608,180.000,15.000,3766.485,2239.000,9520.515,2310.992,3118.985,9520.515,5760.727,180.000,15.000,3560.203,2800.000,10050.000,1250.000,4515.417,10377.252,5534.768,169.199,22.174,4626.984
341,82765a73-2a03-42ca-ba98-194247caa62e,cortexlab,3496.000,7699.908,355.109,4531.276,7699.908,4413.621,180.000,15.000,4188.474,3484.000,7451.518,332.000,3911.499,7451.518,5464.705,180.000,5.000,5150.477,3292.822,7739.833,475.000,3581.365,8037.514,5344.548,134.107,4.866,4887.164
342,3675290c-8134-4598-b924-83edb7940269,cortexlab,4439.000,8849.862,385.571,3562.077,8849.862,5609.604,0.000,10.000,5297.123,4698.000,8976.817,332.000,4278.868,8976.817,5364.248,0.000,5.000,5049.673,4950.000,9325.000,525.000,4689.741,9262.236,5251.666,-13.558,3.242,4734.242
343,d151b391-e6e4-4daf-bd9c-191f4ad837b4,hoferlab,3971.000,7239.926,410.782,5006.276,7239.926,4469.293,180.000,15.000,4188.474,3970.000,7306.164,593.555,4992.335,7306.164,4601.335,180.000,15.000,4136.118,3850.000,7175.000,375.000,5038.811,7323.460,3989.862,172.882,18.336,3808.220
344,b33e4298-a735-4781-8dea-d7203b4137fb,hoferlab,6217.000,5629.991,659.731,4354.300,5629.991,7059.539,0.000,17.000,6665.373,6244.000,5628.151,584.101,4402.058,5628.151,6912.588,0.000,17.000,6591.093,6725.000,5525.000,625.000,5101.262,5897.592,6410.113,12.924,16.065,6020.206
345,31f0400a-71f5-436c-ada4-dce50627dc73,mainenlab,4426.000,7009.936,360.361,3259.432,7009.936,7309.877,0.000,10.000,7046.747,4145.000,6943.698,778.429,2944.744,6943.698,7928.629,0.000,10.000,7250.240,4475.000,6800.000,325.000,2397.810,7466.210,6971.184,17.782,18.171,6995.021
346,c9fb5e2e-bd92-41d8-8b7e-394005860a1e,wittenlab,3918.000,7929.899,360.361,2768.102,7929.899,7210.568,0.000,10.000,6946.049,3962.900,7791.904,-198.672,2920.803,7791.904,6009.341,0.000,10.000,6294.870,3725.000,7950.000,350.000,2969.628,8181.644,6497.421,17.049,7.324,6197.986
347,0851db85-2889-4070-ac18-a40e8ebd96ba,wittenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3881.000,7413.431,573.597,4916.276,7413.431,4632.109,180.000,15.000,4188.474,3800.000,7575.000,350.000,4504.190,7627.782,3517.993,175.713,12.566,3245.743
348,02328ef5-47d4-4690-b020-04b6315aa2d6,hoferlab,3910.000,5170.009,910.782,2877.662,5170.009,7060.658,0.000,10.000,6235.920,3923.000,5124.011,1251.118,3037.394,5124.011,6526.873,0.000,10.000,5349.570,4050.000,4450.000,1125.000,3217.080,4871.998,6777.239,26.869,9.380,5728.843
349,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,hoferlab,3996.000,3560.074,1509.521,5031.276,3560.074,5568.033,180.000,15.000,4188.474,4102.000,3557.314,1509.521,5111.394,3557.314,5466.570,180.000,15.000,4083.762,4125.000,2425.000,1950.000,5035.152,3288.195,5743.171,136.517,18.299,3995.200
350,754713ae-8ea8-4d49-99ba-2ca2213f6c80,cortexlab,7039.000,8895.860,332.000,6690.377,8895.860,4517.692,0.000,5.000,4200.185,7039.000,8895.860,332.000,6703.450,8895.860,4360.729,0.000,5.000,4042.678,7075.000,9025.000,325.000,7163.613,9187.537,4160.654,118.599,2.763,3840.119
351,b2f78c8e-9577-466c-b3df-02cd695ed209,cortexlab,4439.000,8895.860,332.000,4787.623,8895.860,4517.692,180.000,5.000,4200.185,4439.000,8895.860,332.000,4774.550,8895.860,4360.729,180.000,5.000,4042.678,4175.000,9175.000,375.000,4605.404,9221.384,4264.644,173.849,6.351,3913.659
352,6638cfb3-3831-4fc2-9327-194b76cf22e1,hoferlab,4939.000,2640.110,1735.361,5974.276,2640.110,5793.873,180.000,15.000,4188.474,4939.000,2655.750,1735.361,6000.417,2655.750,5896.351,180.000,15.000,4294.233,4725.000,1975.000,2250.000,5521.269,2152.024,5071.034,167.466,16.127,2936.599
353,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,hoferlab,6717.000,5170.009,809.941,4912.482,5170.009,7009.850,0.000,17.000,6457.178,6699.000,5183.809,809.941,4905.592,5183.809,6971.678,0.000,17.000,6417.423,6325.000,4825.000,875.000,4641.694,5084.552,6768.099,8.765,16.120,6134.289
354,3c283107-7012-48fc-a6c2-ed096b23974f,cortexlab,4750.000,8412.879,332.000,5826.619,8412.879,6745.664,180.000,10.000,6503.399,4759.000,8343.882,332.000,5714.065,8343.882,6021.541,180.000,10.000,5769.144,4600.000,8750.000,225.000,5374.626,8757.635,6072.466,179.435,7.547,5898.556
355,577e4741-4b15-4e91-b81b-61304a09bfb5,mrsicflogellab,5539.000,10942.778,332.000,6574.276,10942.778,4390.512,180.000,15.000,4188.474,5639.000,10943.698,1534.731,6648.653,10943.698,5492.795,180.000,15.000,4084.809,5375.000,11600.000,900.000,6399.617,11269.167,5272.033,-162.106,13.835,4502.662
356,7441d0df-ef9b-419b-ae4d-b9bd7c2f17cb,angelakilab,8875.000,11609.752,2010.571,8052.429,11609.752,6910.818,0.000,10.000,4968.806,8678.900,11465.685,3326.853,8350.601,11465.685,5282.607,0.000,10.000,1983.117,8875.000,12350.000,2425.000,8873.113,12550.601,4296.346,89.461,6.119,1882.068
357,e9c04e7e-c075-4ee3-9750-dff255ec7e84,angelakilab,8185.000,11379.761,1510.571,9220.276,11379.761,5569.083,180.000,15.000,4188.474,7984.800,11379.669,2922.126,8600.220,11379.669,5334.708,180.000,15.000,2489.838,8200.000,12325.000,1925.000,8835.296,12431.938,4504.333,170.445,14.024,2658.570
358,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,cortexlab,3958.000,9079.853,460.151,4993.276,9079.853,4518.663,180.000,15.000,4188.474,3980.100,9081.693,301.328,5015.687,9081.693,4361.057,180.000,15.000,4189.731,3875.000,9225.000,425.000,4979.143,9455.233,4153.374,168.222,16.831,3895.242
359,530f1670-9412-44ac-afdb-935d46bcaad3,cortexlab,7520.000,9079.853,460.151,6484.724,9079.853,4518.663,0.000,15.000,4188.474,7506.500,8989.420,273.807,6470.680,8989.420,4334.449,0.000,15.000,4190.673,7225.000,9000.000,325.000,6450.756,9072.244,4121.427,5.331,11.576,3875.245
360,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,cortexlab,3918.000,7009.936,409.731,2717.744,7009.936,7559.932,0.000,10.000,7250.240,3910.100,7009.108,735.361,2763.484,7009.108,7566.017,0.000,10.000,6926.224,3725.000,7100.000,425.000,3134.204,7403.726,7271.988,27.208,5.542,6879.137
361,70da415f-444d-4148-ade7-a1f58a16fcf8,cortexlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3454.400,7312.787,805.739,4489.883,7312.787,4865.063,180.000,15.000,4189.312,3075.000,7400.000,575.000,3982.485,8114.876,4517.353,141.771,16.332,4108.129
362,eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,hoferlab,6732.000,5629.991,610.361,4825.152,5629.991,7161.853,0.000,17.000,6823.350,6809.000,5629.991,683.891,4996.295,5629.991,6911.926,0.000,17.000,6486.472,6275.000,5600.000,625.000,4427.276,5915.484,6410.324,9.689,17.952,6081.413
363,6fc4d73c-2071-43ec-a756-c6c6d8322c8b,hoferlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3522.000,7289.604,509.521,4557.276,7289.604,4568.033,180.000,15.000,4188.474,3450.000,7150.000,475.000,4734.007,7152.041,4155.415,179.909,19.233,3897.965
364,6d3b68e0-3efd-4b03-b747-16e44118a0a9,zadorlab,6725.000,6549.954,383.471,4752.368,6549.954,7160.979,0.000,17.000,7058.746,6692.700,6810.672,553.744,4738.663,6810.672,7267.365,0.000,17.000,6992.208,6400.000,7200.000,225.000,4342.103,8038.152,6176.479,22.160,20.474,6352.759
365,11a5a93e-58a9-4ed0-995e-52279ec16b98,wittenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3580.000,6952.806,-404.345,4616.777,6952.806,3660.052,180.000,15.000,4194.547,3377.145,7124.761,525.000,3942.031,7640.970,4507.414,137.578,10.877,4055.267
366,367ea4c4-d1b7-47a6-9f18-5d0df9a3f4de,hoferlab,8160.000,10919.779,1510.571,9195.276,10919.779,5569.083,180.000,15.000,4188.474,8089.000,10917.019,1510.571,8766.228,10917.019,5544.973,180.000,10.000,4090.847,8000.000,11125.000,1375.000,8494.876,11105.812,5257.010,-177.780,7.270,3913.473
367,73c92b48-6da1-4300-88e8-6da5c20a7dee,hoferlab,2309.000,7469.917,1010.571,1377.378,7469.917,6560.460,0.000,10.000,5627.538,2309.000,7464.397,1010.571,1501.536,7464.397,5820.819,0.000,10.000,4877.549,2250.000,7650.000,975.000,1202.647,7947.870,5893.151,15.876,12.484,5037.250
368,0ece5c6a-7d1e-4365-893d-ac1cc04f1d7b,churchlandlab,6526.000,10689.788,1110.361,5476.818,10689.788,7360.580,0.000,10.000,6337.667,6541.000,10683.349,1129.374,5222.819,10683.349,8982.078,0.000,10.000,7962.572,6725.000,11325.000,1025.000,5493.981,11893.101,6949.898,24.773,12.889,6078.040
369,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,wittenlab,8443.000,12069.733,1909.731,7553.227,12069.733,7210.314,0.000,10.000,5374.744,8409.100,12075.897,2443.029,7627.457,12075.897,7099.453,0.000,10.000,4721.572,8200.000,12175.000,1850.000,7688.470,12424.563,6821.236,26.007,6.531,5003.712
370,84fd7fa3-6c2d-4233-b265-46a427d3d68d,wittenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3661.000,7280.221,389.458,4696.276,7280.221,4447.970,180.000,15.000,4188.474,3525.000,6625.000,525.000,3934.708,7322.223,4048.559,120.440,12.926,3615.169
371,eb99c2c8-e614-4240-931b-169bed23e9f5,danlab,3496.000,6779.945,559.941,4531.276,6779.945,4618.453,180.000,15.000,4188.474,3496.000,6779.945,559.941,4531.276,6779.945,4618.453,180.000,15.000,4188.474,2950.000,7525.000,625.000,3417.639,7622.773,4433.161,168.191,7.151,3838.012
372,154b7adb-c947-4b65-a0ff-c0bb707e1564,churchlandlab,3439.000,9769.825,885.571,2755.000,9769.825,4960.317,0.000,10.000,4131.756,3435.500,9861.822,1875.908,2557.604,9861.822,7105.733,0.000,10.000,5302.997,2871.142,10896.239,1700.000,2254.926,11495.601,5177.080,44.206,13.887,3581.765
373,bbe6ebc1-d32f-42dd-a89c-211226737deb,cortexlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3539.000,7368.721,332.000,4535.453,7368.721,4238.318,180.000,15.000,4031.406,3425.000,7600.000,450.000,3984.276,7842.304,4332.861,156.576,8.921,3930.408
374,f639f4f3-ac14-4114-b712-f445463597e4,cortexlab,6232.000,7009.936,309.941,4398.245,7009.936,6610.302,0.000,17.000,6561.799,6339.000,6687.948,332.000,4575.999,6687.948,6389.266,0.000,17.000,6308.617,6050.000,7000.000,325.000,5183.127,7114.612,6674.776,7.532,7.841,6409.700
375,ebd18510-c263-4d5b-a736-a588862a6972,mainenlab,4458.000,3560.074,1360.361,5493.276,3560.074,5418.873,180.000,15.000,4188.474,4631.000,3552.714,1075.697,5666.276,3552.714,5134.209,180.000,15.000,4188.474,4350.000,3550.000,1325.000,5217.676,4153.176,5132.746,145.194,15.510,3951.660
376,dc7e9403-19f7-409f-9240-05ee57cb7aea,mainenlab,3918.000,5629.991,710.151,2793.281,5629.991,7410.361,0.000,10.000,6793.954,3929.000,5658.510,1002.168,2918.715,5658.510,7020.668,0.000,10.000,6102.705,3900.000,6100.000,550.000,2571.214,6315.149,7001.751,9.197,11.785,6590.679
377,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,zadorlab,3918.000,7469.917,360.361,2726.079,7469.917,7460.908,0.000,10.000,7199.892,4043.000,7446.918,984.731,3124.835,7446.918,6454.449,0.000,10.000,5546.245,4114.493,8280.355,275.000,3377.500,9063.323,5484.302,46.733,11.663,5319.119
378,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,zadorlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3497.100,7239.650,998.282,4532.324,7239.650,5056.590,180.000,15.000,4188.265,3468.766,8241.200,425.000,4424.377,8733.106,4055.949,152.763,16.489,3786.681
379,4279e354-a6b8-4eff-8245-7c8723b07834,cortexlab,2843.000,5170.009,1309.941,2025.464,5170.009,6180.188,0.000,10.000,4938.387,2672.000,5162.649,-648.042,1925.139,5162.649,3801.179,0.000,10.000,4511.471,3025.000,5025.000,1250.000,2996.630,5026.000,6205.587,2.019,0.328,4955.668
380,be95fb3b-d607-409a-968e-98a3e9bcb577,mainenlab,6159.000,2870.101,1759.521,4824.908,2870.101,6343.154,0.000,17.000,4773.834,6211.000,2817.663,1177.588,4915.209,2817.663,5629.629,0.000,17.000,4636.781,6100.000,2625.000,1850.000,4551.364,3532.751,6640.661,30.377,20.541,5115.928
381,ac839451-05bc-493e-b167-558b2b195baa,churchlandlab_ucla,7982.000,7239.926,332.000,6894.960,7239.926,4593.437,0.000,15.000,4397.898,7879.600,7271.389,-368.945,6976.684,7271.389,3170.686,0.000,15.000,3652.978,7625.000,7675.000,350.000,6580.183,7987.289,3877.581,16.641,17.178,3692.288
382,80f6ffdd-f692-450f-ab19-cd6d45bfd73e,churchlandlab_ucla,3496.000,7239.926,332.000,4583.040,7239.926,4593.437,180.000,15.000,4397.898,3497.200,7271.573,-439.849,4597.310,7271.573,3872.827,180.000,15.000,4450.777,3250.000,7525.000,525.000,4486.616,8154.259,4606.500,153.030,18.776,4310.896
383,e05af01e-8721-4ec7-8d0f-dc022b3bebc3,churchlandlab_ucla,4939.000,5468.997,332.000,5470.650,5468.997,6715.180,180.000,5.000,6405.282,4929.000,5451.518,-116.529,5441.301,5451.518,6034.345,180.000,5.000,6172.172,4900.000,5525.000,625.000,6087.080,6377.906,6406.326,144.303,14.189,5963.249
384,d8ccc6bb-f0d9-494a-b682-f12c73e228c6,wittenlab,3035.000,6779.945,710.151,4070.276,6779.945,4768.663,180.000,15.000,4188.474,2520.000,6043.974,759.521,3555.535,6043.974,4819.048,180.000,15.000,4189.521,2725.000,5925.000,1050.000,3180.467,6190.414,5130.037,149.769,7.362,4113.952
385,db2100c3-64ac-463e-97a1-20ce8266cd5f,wittenlab,6739.000,7469.917,235.361,4781.864,7469.917,6959.630,0.000,17.000,7003.297,6736.000,3321.803,-276.193,5127.956,3321.803,5248.677,0.000,17.000,5754.128,6600.000,7250.000,225.000,5737.257,7669.478,5982.526,25.930,9.460,5836.899
386,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,danlab,3035.000,8619.871,659.731,4070.276,8619.871,4718.243,180.000,15.000,4188.474,3035.000,8619.871,659.731,4070.276,8619.871,4718.243,180.000,15.000,4188.474,2900.000,8850.000,700.000,4015.334,9036.732,4908.349,170.496,15.041,4357.642
387,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,zadorlab,3926.000,8389.880,360.361,2809.790,8389.880,7009.883,0.000,10.000,6742.556,3918.700,8397.608,1757.105,3112.486,8397.608,6559.905,0.000,10.000,4869.997,3300.000,8925.000,550.000,2867.442,9596.164,5144.402,57.199,9.859,4663.272
388,f9b2e36b-eef8-402f-b121-786dfed58bcb,zadorlab,4439.000,8619.871,285.782,5474.276,8619.871,4344.293,180.000,15.000,4188.474,4438.900,8620.699,1478.218,5474.073,8620.699,5536.325,180.000,15.000,4188.055,4225.000,9050.000,350.000,5204.039,9645.473,3732.424,148.691,18.716,3571.260
389,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,hoferlab,3393.000,7469.917,509.521,2234.767,7469.917,7409.382,0.000,10.000,6996.398,3437.000,7770.745,509.521,2342.496,7770.745,7029.735,0.000,10.000,6611.439,2700.000,7525.000,725.000,2553.278,8192.096,6556.509,77.596,6.681,5871.375
390,188fe7d5-fd1c-494f-88bc-672d77b9779e,churchlandlab,4445.000,6319.963,460.151,5480.276,6319.963,4518.663,180.000,15.000,4188.474,4431.400,6242.042,412.777,5510.080,6242.042,4641.442,180.000,15.000,4364.076,4075.000,6450.000,425.000,5266.124,7314.263,4122.335,144.036,21.704,3979.449
391,57acb665-9a6d-4240-ab39-41013bdf7098,churchlandlab,4426.000,6549.954,410.782,3242.588,6549.954,7460.640,0.000,10.000,7148.494,4492.300,6589.788,568.870,3375.655,6589.788,7220.977,0.000,10.000,6745.178,3700.000,7025.000,425.000,3284.573,8130.229,6521.656,69.400,10.961,6209.938
392,81a1cbae-60b6-4013-9511-1bf3855387a2,wittenlab,7484.000,11149.770,1260.571,6451.662,11149.770,7410.448,0.000,10.000,6235.920,7444.000,11143.790,1635.361,6532.260,11143.790,7066.804,0.000,10.000,5507.435,7575.000,11075.000,1250.000,6683.418,11438.383,7138.446,22.174,9.286,5966.637
393,adcd791c-ead3-4572-a9cb-028bbee1d2e4,mainenlab,4458.000,4020.055,1210.151,5493.276,4020.055,5268.663,180.000,15.000,4188.474,4434.000,3868.261,1391.874,5469.276,3868.261,5450.386,180.000,15.000,4188.474,4300.000,3725.000,1275.000,5454.333,3895.616,5746.866,171.592,14.624,4621.599
394,3220377b-f53e-412d-a859-ef8ccb8f0a40,zadorlab,6217.000,6089.972,510.571,4339.681,6089.972,6960.606,0.000,17.000,6717.683,6208.700,6015.455,809.626,4580.657,6015.455,6403.205,0.000,17.000,5825.689,6103.843,6976.519,325.000,4587.499,7781.910,6484.379,27.975,15.576,6394.208
395,099c0519-640b-4eb7-867c-998dc337579d,mrsicflogellab,2162.000,6779.945,1210.151,3197.276,6779.945,5268.663,180.000,15.000,4188.474,2179.000,6780.865,1509.521,3214.276,6780.865,5568.033,180.000,15.000,4188.474,2090.819,7436.342,1100.000,3481.444,7966.861,4636.927,159.118,22.822,3837.335
396,df6012d0-d921-4d0a-af2a-2a91030d0f42,mrsicflogellab,6188.000,9769.825,1060.992,4398.100,9769.825,7210.674,0.000,17.000,6404.868,6178.000,9753.266,2087.252,4496.570,9753.266,7864.257,0.000,17.000,6016.726,5901.170,10716.784,1250.000,4773.512,11411.117,7089.059,31.622,12.778,5987.347
397,16799c7a-e395-435d-a4c4-a678007e1550,cortexlab,6159.000,2870.101,1759.521,4824.908,2870.101,6343.154,0.000,17.000,4773.834,6085.300,2779.945,-897.622,4913.562,2779.945,3128.200,0.000,17.000,4192.876,3275.000,7475.000,525.000,4180.708,7975.981,4468.740,151.051,14.706,4077.300
398,d237c5ea-677f-4535-b101-02065b860e09,cortexlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3521.800,7332.291,-296.151,4557.439,7332.291,3763.781,180.000,15.000,4189.940,6225.000,2100.000,2175.000,5613.230,2490.147,5389.679,32.527,12.719,3295.548
399,19137f8d-0f3b-4923-93ad-f741758e1b2e,wittenlab,4445.000,7699.908,260.571,5480.276,7699.908,4319.083,180.000,15.000,4188.474,3973.000,7848.482,-33.546,5008.846,7848.482,4027.198,180.000,15.000,4190.778,4000.000,8075.000,275.000,4891.539,8120.315,4072.285,177.090,13.229,3900.804
400,727ff7c4-d63f-4bd8-9888-f134a25b874f,wittenlab,6239.000,8389.880,285.782,6020.014,8389.880,1038.168,0.000,17.000,783.608,5957.800,2309.844,317.714,4276.721,2309.844,6093.514,0.000,17.000,6015.471,6400.000,7950.000,175.000,5200.733,8097.708,4809.751,7.021,14.612,4789.673
401,c2ebf259-9777-4a8f-b1de-5302776961d2,mainenlab,4418.000,4710.028,1009.521,3368.818,4710.028,7259.740,0.000,10.000,6337.667,4348.000,4635.511,1364.563,3462.394,4635.511,6640.319,0.000,10.000,5349.570,3975.000,4750.000,1050.000,3476.755,5567.615,6624.069,58.642,9.747,5655.704
402,f31bef35-3f56-4ca9-a34f-09d678f03039,wittenlab,6739.000,7929.899,235.361,4927.465,7929.899,6459.378,0.000,17.000,6482.287,6654.600,8033.947,-167.895,5467.571,8033.947,3910.464,0.000,17.000,4247.593,6400.000,8125.000,175.000,5780.273,8225.085,3224.981,9.174,11.630,3113.914
403,94761f31-0dfc-4f67-87ef-6d1ac7f95144,wittenlab,4445.000,7239.926,309.941,5480.276,7239.926,4368.453,180.000,15.000,4188.474,4045.900,7569.825,-201.403,5081.331,7569.825,3857.717,180.000,15.000,4189.102,3950.000,7775.000,300.000,4680.365,7766.948,3816.244,-179.368,11.735,3591.305
404,43436b4b-0431-407f-b83d-d657ec22b5c6,zadorlab,3958.000,8619.871,360.361,4993.276,8619.871,4418.873,180.000,15.000,4188.474,3954.700,8620.331,2143.134,4977.268,8620.331,6151.828,180.000,15.000,4137.061,3775.000,9125.000,425.000,4944.249,9791.941,4101.896,150.300,20.107,3915.549
