,pid,lab,ml_e_p,ap_e_p,dv_e_p,ml_t_p,ap_t_p,dv_t_p,phi_p,theta_p,depth_p,ml_e_m,ap_e_m,dv_e_m,ml_t_m,ap_t_m,dv_t_m,phi_m,theta_m,depth_m,ml_e_e,ap_e_e,dv_e_e,ml_t_e,ap_t_e,dv_t_e,phi_e,theta_e,depth_e
489,30dfb8c6-9202-43fd-a92d-19fe68602b6f,wittenlab,8160.000,10919.779,1510.571,9195.276,10919.779,5569.083,180.000,15.000,4188.474,7391.300,11195.952,1940.718,8426.757,11195.952,5999.941,180.000,15.000,4189.207,7650.000,11650.000,1275.000,8309.396,11486.368,5513.165,-166.063,9.107,4292.274
490,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,wittenlab,7518.000,12069.733,1460.151,6494.170,12069.733,7559.339,0.000,10.000,6184.522,7900.500,12069.733,-595.416,6945.504,12069.733,5093.711,0.000,10.000,5768.724,7825.000,11700.000,1400.000,6705.570,12078.929,7331.795,18.701,11.268,6048.380
491,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,mainenlab,4939.000,5400.000,735.361,5974.276,5400.000,4793.873,180.000,15.000,4188.474,4964.000,5400.000,821.496,5999.276,5400.000,4880.008,180.000,15.000,4188.474,4650.000,5975.000,500.000,5662.939,5989.418,4342.668,179.184,14.769,3973.960
492,954b1983-e603-4611-ba15-dc2db6f988ab,danlab,3958.000,6319.963,509.521,4993.276,6319.963,4568.033,180.000,15.000,4188.474,3958.000,6319.963,509.521,4993.276,6319.963,4568.033,180.000,15.000,4188.474,3800.000,6350.000,525.000,4960.157,7112.550,3897.583,146.684,22.375,3647.158
493,d1af1003-247b-4f76-988f-d55cbb72aa80,danlab,4418.000,4710.028,1009.521,3368.818,4710.028,7259.740,0.000,10.000,6337.667,4418.000,4710.028,1009.521,3368.818,4710.028,7259.740,0.000,10.000,6337.667,4728.070,4075.515,1075.000,4216.460,4935.814,7183.655,59.261,9.305,6190.115
494,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,3035.000,7699.908,610.361,4070.276,7699.908,4668.873,180.000,15.000,4188.474,3035.000,7699.908,332.000,4070.276,7699.908,4390.512,180.000,15.000,4188.474,2949.944,7477.450,625.000,3386.991,7923.607,3846.931,134.409,10.970,3281.906
495,5245b505-d0e7-4942-94d1-b33a084fab03,churchlandlab_ucla,3739.000,3353.082,332.000,2849.748,3353.082,2898.387,0.000,20.000,2716.084,3745.200,3501.288,-498.882,2855.982,3501.288,2067.406,0.000,20.000,2715.980,3575.000,3300.000,1750.000,2740.882,3660.639,3713.031,23.382,24.841,2163.170
496,df350b09-a420-42bb-9952-17862cbb9f1c,cortexlab,4458.000,3100.092,1559.941,5493.276,3100.092,5618.453,180.000,15.000,4188.474,4531.700,3107.820,2897.126,5567.390,3107.820,6957.261,180.000,15.000,4190.150,4475.000,2925.000,1575.000,5046.550,3482.193,5971.517,135.729,10.290,4468.388
497,ad315779-2b39-46c4-8348-b166e796fa7c,cortexlab,7020.000,3100.092,1559.941,5984.724,3100.092,5618.453,0.000,15.000,4188.474,6983.000,3137.443,1430.739,5947.258,3137.443,5491.078,0.000,15.000,4190.359,6675.000,3125.000,1425.000,5433.161,3475.435,5555.560,15.759,17.348,4327.412
498,7d1a2cb6-f482-4059-b596-53087caac8ec,mainenlab,4439.000,8159.890,235.361,5474.276,8159.890,4293.873,180.000,15.000,4188.474,4335.000,8167.249,282.630,5370.276,8167.249,4341.142,180.000,15.000,4188.474,4375.000,7900.000,225.000,5531.826,8116.214,4128.303,169.413,16.778,4076.858
499,bf99284f-dc34-4652-baf1-ffaa1cc7fb05,mainenlab,6217.000,5629.991,659.731,4354.300,5629.991,7059.539,0.000,17.000,6665.373,6248.000,5636.431,669.185,4385.592,5636.431,7067.989,0.000,17.000,6664.327,5225.000,5000.000,825.000,3910.595,5983.385,6846.910,36.802,15.248,6241.643
500,e96cbd77-5fdf-4a35-81f4-4a6361bded65,churchlandlab_ucla,4939.000,5583.993,332.000,5767.221,5583.993,3578.810,180.000,15.000,3350.779,4923.200,5633.395,-501.403,5751.628,5633.395,2746.218,180.000,15.000,3351.617,4675.000,5950.000,500.000,5838.601,6585.250,3529.425,151.368,23.635,3306.800
501,74006cce-e266-4ebb-aaab-3fd5eb2d72e5,mainenlab,4435.000,7929.899,260.571,3335.633,7929.899,6809.750,0.000,10.000,6640.809,4489.000,7966.697,1059.941,3487.918,7966.697,7023.614,0.000,10.000,6047.112,4100.000,7525.000,275.000,3270.260,8416.893,6292.107,47.068,11.445,6139.179
502,7d63ab43-95e4-41f5-bd43-c629578de7a9,wittenlab,2843.000,6089.972,1009.521,1894.534,6089.972,6659.752,0.000,10.000,5729.284,2856.000,6152.530,997.966,1907.534,6152.530,6648.197,0.000,10.000,5729.284,2875.000,6000.000,950.000,2735.696,6626.679,5664.819,77.468,7.754,4758.325
503,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,4939.000,8389.880,285.782,4020.054,8389.880,5760.154,0.000,10.000,5550.965,4939.000,8389.880,1040.298,4020.054,8389.880,6514.671,0.000,10.000,5550.965,2980.485,6784.536,725.000,3622.002,7574.030,4414.210,129.096,15.416,3826.894
504,2564dc27-4eda-4fc3-a151-c13475796ee1,churchlandlab,4939.000,4480.037,985.361,5974.276,4480.037,5043.873,180.000,15.000,4188.474,4990.400,4422.723,1210.361,5949.143,4422.723,4968.848,180.000,15.000,3878.841,4725.000,4525.000,950.000,5770.094,5345.983,4772.242,141.848,19.173,4046.699
505,53b58cc3-8d88-4257-aa63-48da088f2091,churchlandlab,4439.000,5629.991,610.361,3305.946,5629.991,7360.225,0.000,10.000,6844.303,4392.800,5639.926,566.664,3235.400,5639.926,7461.559,0.000,10.000,6991.363,4292.541,5772.539,575.000,3426.328,6642.647,7236.048,45.129,10.444,6773.254
506,2aea57ac-d3d0-4a09-b6fa-0aa9d58d1e11,danlab,3971.000,6779.945,460.151,5006.276,6779.945,4518.663,180.000,15.000,4188.474,3971.000,6779.945,460.151,5006.276,6779.945,4518.663,180.000,15.000,4188.474,3950.000,7075.000,375.000,4464.212,7075.000,4582.836,-180.000,6.967,4239.139
507,7beb9419-113d-4e47-938c-68ab2657031e,mainenlab,4939.000,6779.945,336.202,5974.276,6779.945,4394.714,180.000,15.000,4188.474,4931.000,6789.144,982.210,5966.276,6789.144,5040.722,180.000,15.000,4188.474,4825.000,6950.000,250.000,6052.351,7618.138,4593.543,151.437,17.834,4562.802
508,134e8241-f5d7-4ad7-a8c0-11b34f2eedc3,wittenlab,3484.000,5859.982,760.571,4519.276,5859.982,4819.083,180.000,15.000,4188.474,3351.000,6126.771,677.588,4386.276,6126.771,4736.100,180.000,15.000,4188.474,3425.000,6075.000,700.000,4835.628,5829.846,4581.579,-170.141,20.247,4137.224
509,f8249eab-d4c2-4fb0-a258-7f4b99fa19e4,angelakilab,2675.000,4020.055,2059.941,3710.276,4020.055,6118.453,180.000,15.000,4188.474,2697.500,4019.779,1878.008,3732.750,4019.779,5936.419,180.000,15.000,4188.369,2325.000,4000.000,2300.000,3244.343,4631.115,6441.074,145.531,15.071,4288.588
510,da17779f-7728-4c51-8b54-b88764c0908d,angelakilab,2284.000,5170.009,1660.782,1621.011,5170.009,5610.357,0.000,10.000,4004.835,2283.800,5169.917,1824.647,1704.301,5169.917,5276.853,0.000,10.000,3500.507,1950.000,5225.000,1850.000,1469.266,5919.701,5297.917,55.317,13.768,3549.908
511,29418b18-4db6-436f-a85e-b0f1d38d2e62,churchlandlab_ucla,2439.000,9355.842,332.000,1269.513,9355.842,4350.087,0.000,17.000,4184.821,2614.100,9416.283,-1632.286,1773.531,9416.283,1255.714,0.000,17.000,3007.840,2725.000,9975.000,1225.000,1936.462,10079.025,3545.787,7.515,18.917,2453.297
512,0ce74616-abf8-47c2-86d9-f821cd25efd3,churchlandlab,4598.000,9999.816,1509.521,5633.276,9999.816,5568.033,180.000,15.000,4188.474,4839.000,9907.820,1382.420,5967.969,9907.820,5808.227,180.000,15.000,4567.531,4850.000,11025.000,1100.000,5444.051,11477.033,3809.751,142.731,15.402,2810.690
513,76c5c1a1-3617-4727-9f75-d975c9a08203,wittenlab,6571.000,10919.779,1160.782,7606.276,10919.779,5219.293,180.000,15.000,4188.474,6360.700,10919.779,1620.340,7395.976,10919.779,5678.852,180.000,15.000,4188.474,6625.000,11675.000,1025.000,7243.343,11393.620,5586.018,-155.532,8.472,4611.335
514,c0e59477-43f0-4441-9f81-3a55ddad9dad,wittenlab,6984.000,11149.770,1260.571,5943.326,11149.770,7460.102,0.000,10.000,6286.269,6827.900,11103.772,1604.689,5872.766,11103.772,7294.643,0.000,10.000,5769.563,6875.000,11675.000,1225.000,5217.434,11353.835,6961.248,-10.966,16.401,5979.566
515,caf2170c-5463-46ce-8cd0-66f2e1e3376d,mrsicflogellab,3035.000,9079.853,760.571,4070.276,9079.853,4819.083,180.000,15.000,4188.474,3041.000,9078.933,2386.622,4102.158,9078.933,6546.597,180.000,15.000,4293.186,2850.000,9825.000,1075.000,3908.893,10377.607,5310.925,152.441,15.747,4401.101
516,10f59add-706e-41d0-87ed-9a55eb138a66,mrsicflogellab,8859.000,10689.788,2110.361,8078.451,10689.788,6760.268,0.000,10.000,4714.964,8841.000,10674.149,756.370,8098.654,10674.149,5178.694,0.000,10.000,4484.198,8775.000,11675.000,1975.000,7949.229,12357.052,6611.424,39.555,13.007,4758.521
517,ca5404f7-297c-40f1-bbf0-5ac0a63e24f8,danlab,7520.000,9079.853,460.151,6484.724,9079.853,4518.663,0.000,15.000,4188.474,7520.000,9079.853,460.151,6484.724,9079.853,4518.663,0.000,15.000,4188.474,7350.000,9025.000,375.000,6544.785,9025.000,4707.247,-0.000,10.529,4406.442
518,63517fd4-ece1-49eb-9259-371dc30b1dd6,danlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3157.532,7305.748,575.000,3911.140,7230.368,4981.964,-174.288,9.751,4471.570
519,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,mainenlab,4935.000,4710.028,910.782,3827.125,4710.028,7510.649,0.000,10.000,6692.207,4963.000,4750.506,843.555,3990.570,4750.506,6636.541,0.000,10.000,5874.037,4725.000,5175.000,750.000,3894.233,5803.193,6190.946,37.095,10.837,5539.738
520,7b05cccc-44f6-4491-a0ea-e38d6e95513d,angelakilab,3547.000,4020.055,1559.941,4582.276,4020.055,5618.453,180.000,15.000,4188.474,3647.900,4073.873,1993.975,4703.959,4073.873,6133.961,180.000,15.000,4272.558,3150.000,4175.000,1650.000,3991.684,3496.062,6376.522,-141.109,12.887,4848.649
521,af2a0072-e17e-4368-b80b-1359bf6d4647,mainenlab,4939.000,4940.018,885.571,5974.276,4940.018,4944.083,180.000,15.000,4188.474,4781.000,4701.748,720.655,5963.027,4701.748,5354.461,180.000,15.000,4782.190,4400.000,5125.000,800.000,5561.064,5250.409,4113.935,173.835,19.412,3513.682
522,18be19f9-6ca5-4fc8-9220-ba43c3e75905,angelakilab,4435.000,7929.899,260.571,3335.633,7929.899,6809.750,0.000,10.000,6640.809,4417.700,7929.899,276.328,3376.245,7929.899,6480.513,0.000,10.000,6290.989,4700.000,8475.000,175.000,3442.311,8205.218,6502.757,-12.107,11.490,6457.172
523,1a60a6e1-da99-4d4e-a734-39b1d4544fad,angelakilab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3495.900,7239.650,430.109,4531.150,7239.650,4488.520,180.000,15.000,4188.369,3450.000,7425.000,475.000,4295.203,7418.770,4315.086,-179.578,12.413,3932.006
524,4f10fbb7-57be-427b-bb1d-a19bd31dc27b,hoferlab,2162.000,7699.908,332.000,3197.276,7699.908,4390.512,180.000,15.000,4188.474,2239.000,7515.915,332.000,3261.335,7515.915,4339.780,180.000,15.000,4136.118,2225.000,7250.000,1025.000,3109.457,7602.877,4720.243,158.249,14.451,3815.967
525,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,mrsicflogellab,7975.000,11609.752,1416.034,6977.218,11609.752,7360.052,0.000,10.000,6027.182,7969.000,11575.713,3679.689,7118.124,11575.713,8748.553,0.000,10.000,5139.783,8225.000,12325.000,1950.000,6545.382,12479.877,7264.541,5.268,17.609,5575.792
526,578ca001-8cf5-4d30-b58f-1d574eaf808a,mrsicflogellab,3484.000,9079.853,559.941,4519.276,9079.853,4618.453,180.000,15.000,4188.474,3497.000,9061.454,1424.437,4532.535,9061.454,5483.963,180.000,15.000,4189.521,3575.000,9650.000,675.000,4196.820,9784.330,4136.326,167.810,10.414,3519.301
527,7791ee46-5c13-4d1b-8518-5602dcb8666b,churchlandlab,4439.000,8849.862,385.571,3562.077,8849.862,5609.604,0.000,10.000,5297.123,4401.800,8829.071,432.525,3463.596,8829.071,6021.620,0.000,10.000,5667.292,4025.000,9125.000,375.000,3591.869,9532.621,5091.139,43.262,7.188,4753.496
528,00a824c0-e060-495f-9ebc-79c82fef4c67,churchlandlab,4439.000,8159.890,428.639,5474.276,8159.890,4487.151,180.000,15.000,4188.474,4505.000,8243.790,991.664,5391.455,8243.790,4466.765,180.000,15.000,3586.381,4390.467,8395.910,225.000,5121.713,8679.594,3719.828,158.796,12.649,3581.763
529,e8f9fba4-d151-4b00-bee7-447f0f3e752c,mainenlab,4426.000,6549.954,410.782,3242.588,6549.954,7460.640,0.000,10.000,7148.494,4422.000,6552.714,598.807,3238.588,6552.714,7648.665,0.000,10.000,7148.494,4300.000,6825.000,325.000,2986.222,7105.292,7193.794,12.043,11.066,6998.921
530,9b3ad89a-177f-4242-9a96-2fd98721e47f,hoferlab,2859.000,7469.917,710.151,1784.812,7469.917,7109.333,0.000,10.000,6488.713,2864.000,7469.917,710.151,1934.982,7469.917,6244.523,0.000,10.000,5611.804,2725.000,7875.000,700.000,1542.361,8272.179,5887.648,18.564,13.522,5335.548
531,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,wittenlab,4939.000,3100.092,1485.361,5974.276,3100.092,5543.873,180.000,15.000,4188.474,4769.200,3406.072,1123.071,5804.476,3406.072,5181.583,180.000,15.000,4188.474,4750.000,2400.000,1825.000,5477.796,3524.731,4630.006,122.906,25.529,3108.499
532,c16b8e98-100f-40ce-b417-b1524c7e1270,danlab,2162.000,8619.871,1160.782,3197.276,8619.871,5219.293,180.000,15.000,4188.474,2162.000,8619.871,1160.782,3197.276,8619.871,5219.293,180.000,15.000,4188.474,2050.000,8950.000,1250.000,3163.674,8982.308,5388.921,178.338,15.066,4286.255
533,bbf6a51e-2999-4982-803f-8769db095dd2,mainenlab,4598.000,9999.816,1509.521,5633.276,9999.816,5568.033,180.000,15.000,4188.474,4494.000,10128.611,1108.261,5529.276,10128.611,5166.772,180.000,15.000,4188.474,4525.000,10450.000,1150.000,5749.517,10541.423,4795.821,175.730,18.614,3847.052
