,cluster_ids,avg_fr,avg_fr_base,avg_fr_trial,avg_fr_rxn_time,avg_fr_post_stim,avg_fr_pre_move,avg_fr_pre_moveL,avg_fr_pre_moveR,avg_fr_pre_move_tw,avg_fr_post_move,avg_fr_post_reward,trial,p_trial,post_stim,p_post_stim,pre_move,p_pre_move,pre_move_lr,p_pre_move_lr,start_to_move,p_start_to_move,post_move,p_post_move,post_reward,p_post_reward,avg_ff_post_move,region,x,y,z,p2t,amp,eid,pid,subject,probe,date,lab
16,170,4.198592574797645,3.0797773654922858,3.520408163264742,3.334207145015779,3.729128014841532,3.2405689548551195,3.4741784037561483,2.7898550724645474,3.842294979274045,3.228200371057514,3.8466295609134877,False,0.06452141891123378,False,0.9134339504012238,False,1.0,False,1.0,False,0.7372815265836734,False,0.6066123134866744,False,0.06239264934226659,2.3895456394415175,LP,-0.001785,-0.00225,-0.002776,0.5,4.3973184949907684e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
17,177,2.828372400035625,1.3079777365494654,2.193877551020061,1.8299761748808347,2.4489795918362907,1.7810760667906598,1.690140845070565,1.956521739131061,1.9455039783687982,2.1076066790352503,1.8181818181809641,True,4.671144916397128e-05,False,0.06509420016989627,False,0.1338440486813042,False,1.0,False,0.40954019715783224,True,0.005716885874300534,False,0.057264475310225965,1.8028108465608463,LP,-0.00179,-0.00225,-0.002754,0.4,9.874873707993047e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
18,179,4.655622121283788,4.332096474954927,4.23933209647416,3.424843288076424,3.580705009276043,3.648732220161203,4.16901408450737,2.6449275362324567,3.843950699681186,4.089053803339517,7.000618429186131,False,0.9080937170566261,True,0.04551019936059225,False,0.07667021507047121,False,0.16893659311187145,False,0.30293504702963087,False,0.27399592541644024,True,3.9222486087630913e-08,1.334085204918538,LP,-0.00179,-0.00225,-0.002754,0.4666666666666667,4.462164388917855e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
19,180,2.4227993868118167,2.541743970315999,3.2282003710569507,3.100552637154523,3.2653061224484587,3.413729128015324,3.586854460094501,3.079710144927784,3.3448841391574566,3.027829313543599,2.696351267778575,True,0.013283446558452398,False,0.6902050418358422,False,0.06575060674918348,False,1.0,False,0.490795478856264,False,0.202104502412602,False,0.6473894523413526,2.334769391183865,LP,-0.001794,-0.00225,-0.00273,0.4,5.826711630740305e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
20,187,3.116702679243985,2.2448979591841494,3.237476808904772,2.180259890236998,2.4304267161405124,2.1273964131109837,2.234741784037627,1.9202898550731664,2.181625348200851,3.250463821892393,5.504019789731295,True,0.0014146285218810469,False,0.9131631914285343,False,0.6536874802616617,False,1.0,False,0.7372815265836734,True,0.03206224005260412,True,1.2597833707952032e-14,2.3756331699346407,LP,-0.001798,-0.00225,-0.002707,0.5333333333333333,4.567076073934167e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
21,189,2.9288971886451662,4.257884972170931,4.907235621520752,4.222980092972767,4.3970315398866076,4.588744588745978,4.262910798123545,5.217391304349042,4.602147219117948,4.7272727272727275,5.046382189237784,True,0.03680032609359175,False,0.42364665121457723,False,0.7833154469644512,False,1.0,False,0.9980956731940133,False,0.36020041361097815,False,0.15076585184629954,1.6625808680547243,LP,-0.001798,-0.00225,-0.002707,0.4333333333333333,5.070055258117224e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
22,192,1.2755575228532505,1.2708719851581751,1.7254174397028335,2.2888073416497967,2.523191094619696,1.9418676561534352,2.122065727699553,1.59420289855087,2.373005942185534,1.5435992578849722,1.1873840445262942,True,0.006548220327269244,True,0.0002076985038346786,True,0.010891560203558633,False,1.0,True,0.0021788972076797553,False,0.2341825510910647,False,0.6808295146319909,1.2666997354497354,LP,-0.001801,-0.00225,-0.002684,0.4,7.932846041207616e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
23,201,4.51167409785371,2.671614100186217,3.951762523190438,3.1140872869606646,3.339517625231484,3.4013605442180013,3.1924882629109086,3.8043478260876635,3.554971630471659,3.9183673469387754,5.392702535557054,True,8.226348219383018e-07,False,0.6370218493972439,False,0.12424241550868144,False,0.7640921256337682,False,0.40954019715783224,True,2.3095214150692054e-05,True,2.2371795926358365e-12,1.2577731870876698,LP,-0.001809,-0.00225,-0.002637,0.4666666666666667,7.656209190524001e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
24,203,5.08985446948915,4.9721706864578525,5.0556586270862764,5.266142438093056,4.1001855287569215,4.947433518862785,4.920187793427502,5.000000000001513,4.66233766294584,5.521335807050093,4.724799010511101,False,0.805458286982098,True,0.003791122497838422,False,0.7514394908479466,False,1.0,False,0.490795478856264,False,0.21327370559013403,False,0.3492582535412798,1.4198687557953162,LP,-0.001809,-0.00225,-0.002637,0.4333333333333333,5.023499147519415e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
25,211,6.067745717647624,9.582560296847216,9.953617810759186,8.066021095409422,9.406307977732384,9.400123685840784,9.276995305166801,9.637681159423735,8.638800704183957,9.803339517625233,12.467532467527565,False,0.31725378671635673,False,0.11158572892731286,False,0.7152270172771144,False,1.0,False,0.18130239453029337,False,0.4165993868286835,True,0.005079114586938827,3.194473771047349,LP,-0.001821,-0.00225,-0.002567,0.4666666666666667,6.851153185522252e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
26,219,2.9054486418420766,3.5250463821897733,4.401669758811925,3.2882675807300976,4.582560296844107,4.489795918368781,4.281690140846219,4.891304347828071,3.71813982825247,4.452690166975882,4.353741496597034,True,0.0026407080692897804,False,0.7462200204556716,False,0.07889941451741628,False,1.0,False,1.0,True,0.01156848234361046,False,0.12069314720916334,2.256374438855275,LP,-0.001821,-0.00225,-0.002567,0.3333333333333333,6.343857822014138e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
27,222,2.309464743930217,1.8645640074217968,2.5510204081627936,1.9004248552525036,2.6345083487933585,2.3500309214598434,2.572769953051967,1.9202898550728649,2.1373439407892416,2.4489795918367347,2.782931354358679,True,0.0085363419749944,False,0.7547063019139875,False,0.5294736307336535,False,1.0,False,0.8985024087619393,True,0.0493394431304555,True,0.0199853202921961,1.9796779822937292,LP,-0.001817,-0.00225,-0.002591,0.5,4.5938163855094436e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
28,225,5.959838979118592,8.089053803340594,11.048237476807214,6.794706061028209,7.699443413726782,8.460111317255842,8.037558685447113,9.275362318843335,7.01600496908274,10.975881261595548,13.617810760662069,True,6.809697747862052e-09,True,0.012725409154947279,False,0.7950686346778914,False,0.7640921256337682,True,0.03512313948710566,True,6.0412686321499e-06,True,5.222751310049665e-13,2.439253333489929,LP,-0.001829,-0.00225,-0.002521,0.3333333333333333,4.695616423595147e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
29,227,2.477946895033898,2.1057513914660086,2.973098330240698,2.1397729588876353,2.949907235621043,2.6716141001857077,2.666666666666708,2.681159420290299,2.5521340193797752,2.8794063079777366,3.2282003710562788,True,0.0005992066160914552,False,0.9131631914285343,False,0.5317094996621804,False,1.0,False,0.8349032708982784,True,0.03206224005260412,True,0.009568562711862407,2.9039074521381285,LP,-0.001829,-0.00225,-0.002521,0.5,6.473954801960068e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
30,229,1.3239744296781484,0.7977736549169107,1.0482374768086775,0.8021884585844413,0.9090909090908922,0.8286951144092727,0.9389671361501494,0.6159420289852986,0.8722738009059621,1.1651205936920224,0.7297464440317533,False,0.0875503875772452,False,0.9131631914285343,False,0.7833154469644512,False,1.0,False,0.7372815265836734,False,0.18393215049412437,False,0.9242482588590439,1.7716470258136927,LP,-0.001832,-0.00225,-0.002498,0.4666666666666667,4.262394899298965e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
31,230,7.459460393645809,6.233766233767594,6.340445269015533,5.868408167061436,5.936920222633533,6.505875077304606,6.497652582160122,6.521739130436629,6.723281775761925,6.3896103896103895,6.382189239329016,False,0.6548810373722247,True,0.03973625149381047,False,0.7514394908479466,False,1.0,False,0.7372815265836734,False,1.0,False,0.967917377818622,1.6173904156926884,LP,-0.001832,-0.00225,-0.002498,0.5,4.168693457363381e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
32,234,4.51406237576884,2.8107606679040567,3.5807050092758628,2.2568950838391184,2.1150278293129494,2.7334570191720036,2.5352112676061638,3.1159420289865323,2.2225124817234336,3.6808905380333954,3.9208410636966122,True,0.0085363419749944,True,0.039083028460578144,False,0.7777832360831476,False,0.6297385575821778,False,0.2659737424837585,True,0.03552843504022397,True,0.0025891868548213893,2.6241897058926043,LP,-0.001836,-0.00225,-0.002474,0.4,4.2347680301844514e-05,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
33,247,2.460143368757478,2.235621521335958,1.3682745825600156,2.141105029110389,1.8738404452673514,1.904761904762819,1.7652582159630112,2.17391304347984,2.4246117179071827,0.9276437847866419,0.7792207792203677,True,0.00039389442794787586,True,0.039083028460578144,False,0.586377768687784,False,1.0,False,0.8349032708982784,True,1.773184612108412e-08,True,1.7957673221434402e-06,1.9910714285714286,DG,-0.001913,-0.00225,-0.002164,0.4666666666666667,0.00010590935325122301,824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,UCLA011,probe00,2021-07-20,churchlandlab_ucla
