,unit_id,left_right_ccf_coordinate,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,firing_rate,percentile_rank,color,size_scale
88300,1177945420,7353.0,8045.0,1890.0,4.87016532407702,0.6289963104951836,#865ead,0.06808466013309249
88400,1177945356,7299.0,8102.0,3195.0,8.61013748746987,0.78838166469705,#673699,0.08031062841982121
88500,1177945623,7703.0,8032.0,607.0,0.668236802812439,0.2280408635384765,#d1c2e0,0.044938624681593174
88600,1177945688,7688.0,8036.0,682.0,0.369068024984276,0.17996131819079472,#dacee6,0.04275457934595987
88700,1177945687,7672.0,8039.0,760.0,0.839826510275667,0.25053524464520255,#cdbddd,0.04599826151165378
88800,1177944785,6841.0,8284.0,3896.0,34.7617879386097,0.9830884634795447,#430580,0.09826326364400476
88900,1177944940,7042.0,8058.0,3011.0,1.47669563042794,0.32615912204204844,#bfaad4,0.04974765843432241
89000,1177945141,7743.0,7666.0,753.0,0.888192035216022,0.25671367624516866,#ccbbdd,0.04629376129716187
89100,1177944925,7027.0,8085.0,3116.0,8.16594043709859,0.7748900515026034,#6a399a,0.07919552612239898
89200,1177947425,9165.0,7555.0,1245.0,9.40208524504821,0.8105280976010382,#633096,0.08217471286556711
89300,1177947424,9162.0,7558.0,1254.0,0.103555177657399,0.11075724186788626,#e8e0ef,0.03979619120048628
89400,1177947347,8941.0,7699.0,1816.0,6.50740736399094,0.712967810089244,#7649a2,0.07427401827317107
89500,1177947254,8116.0,7952.0,2595.0,4.6530447976799,0.6153636372185459,#8861af,0.06712959551608721
89600,1177946849,8245.0,8476.0,2827.0,5.35719962735466,0.6574214843909182,#8056a9,0.07011987346587564
89700,1177946758,7890.0,8471.0,3472.0,4.60228525387128,0.6122509114048644,#8962af,0.06691359339849595
89800,1177946677,7494.0,8458.0,3965.0,3.72610822862535,0.5495638108791805,#9572b7,0.06270528965619496
89900,1177946672,7417.0,8460.0,4049.0,0.312114118200123,0.16840693012510463,#ddd1e8,0.0422458821422777
90000,1177946133,8109.0,8085.0,4319.0,32.1614860420219,0.9796654054850429,#430680,0.0979151279708638
90100,1177946110,7806.0,7947.0,4701.0,0.0114946403926434,0.029666502619015527,#f7f4fa,0.03658897879841601
90200,1177946579,8935.0,8721.0,2285.0,0.22057282915613,0.1473482271882337,#e1d7eb,0.04133406842938083
90300,1177946462,9255.0,8925.0,1846.0,18.2023326160045,0.9339243228332388,#4c1186,0.09338280789666924
90400,1177946242,8508.0,8489.0,3256.0,0.628787896073249,0.222605348371383,#d2c4e1,0.044686244886072514
90500,1177946240,8504.0,8487.0,3266.0,0.624438572681438,0.22205364671659147,#d3c4e1,0.044660702705269395
90600,1177951913,9722.0,9204.0,2137.0,3.20147988044151,0.5050264409287396,#9d7dbd,0.05987726143928002
90700,1177951937,8540.0,8527.0,4173.0,0.287459391102391,0.16303097365938066,#ded3e9,0.04201122342808457
90800,1177951863,9559.0,9125.0,2431.0,6.24650508502903,0.7014792500619097,#784ba4,0.0733950680657701
90900,1177951566,8510.0,8477.0,4377.0,5.6708561810036,0.6738252046154859,#7d52a7,0.07132181536299988
91000,1177951410,8261.0,9556.0,1600.0,2.77623028008093,0.4652443630823822,#a587c2,0.05745928727999696
91100,1177951485,8261.0,9625.0,1216.0,0.0221122147265716,0.0435562187120901,#f4f1f8,0.037119446745621454
91200,1177951001,7303.0,8541.0,3036.0,10.7484776371186,0.8414986223131973,#5d2892,0.0848546417442581
91300,1177951189,7378.0,8390.0,844.0,2.05863855530141,0.39115647324717173,#b399cb,0.05321345412282099
91400,1177950902,7204.0,8631.0,4148.0,10.396244653319,0.8342888847789902,#5f2a93,0.08422300029181967
91500,1177950965,7254.0,8577.0,3445.0,6.48006472742621,0.7117578280508945,#7649a2,0.07418094336602435
91600,1177950620,7223.0,8411.0,2689.0,0.834220717049247,0.24979859754931616,#cdbdde,0.04596312981156777
91700,1177950781,7409.0,8040.0,973.0,6.54536792410495,0.7145539523467695,#7548a2,0.07439602838461208
91800,1177950854,6916.0,8642.0,3604.0,0.28527052527253,0.16257958139636944,#ded3e9,0.041991584951327286
91900,1177950486,6832.0,8712.0,3891.0,2.38532052740676,0.42539645719766905,#ac91c7,0.055135184456342134
92000,1145247674,8588.0,8420.0,3207.0,0.0385350947273946,0.06324820618595481,#f1ecf5,0.03788462726236986
92100,1145247706,8673.0,8462.0,2980.0,8.20352085146924,0.776081225529994,#6a399a,0.07929349129551996
92200,1145247652,8539.0,8397.0,3350.0,0.610553355707698,0.22007880556591738,#d3c4e1,0.04456927330807641
92300,1145247481,7608.0,8705.0,3281.0,2.89726699778918,0.4767172497672509,#a284c0,0.0581465667979953
92400,1145247132,7432.0,8199.0,4006.0,2.48922159109304,0.4361828514825415,#aa8ec6,0.0557549379425827
92500,1145247129,7428.0,8200.0,4036.0,1.4747835119597,0.32591461789958404,#bfaad4,0.04973503754641245
92600,1145247236,7448.0,8088.0,1855.0,0.250579568408409,0.15463633143476913,#dfd5ea,0.041647289486754044
92700,1145246906,7164.0,8143.0,3476.0,11.1188041886451,0.8488149385761709,#5c2691,0.08550032693841939
92800,1145247079,7059.0,8255.0,3913.0,0.0772772222248752,0.09790510104603888,#eae3f1,0.039269802214543154
92900,1145246855,6971.0,8328.0,4206.0,1.74288105084923,0.3565403290774984,#b9a2d0,0.05133864373635274
93000,1177952597,7780.0,8030.0,3488.0,4.59204378678793,0.611655324391169,#8962af,0.06687228875216285
93100,1177952792,8843.0,7597.0,1481.0,6.05979557363388,0.6927711409879849,#7a4ea5,0.07273583906675642
93200,1177952514,7532.0,8139.0,4039.0,7.75388486598407,0.7612040888615824,#6d3c9c,0.07808055767266403
93300,1177952052,7883.0,8305.0,3877.0,8.93564553716501,0.7979643462805591,#663397,0.08111204709585429
93400,1177952386,9038.0,8503.0,1845.0,3.96883679624916,0.5680520856516819,#916db5,0.06391824234935033
93500,1177952086,7926.0,8313.0,3790.0,5.4654818039856,0.6631579277333526,#7f55a9,0.07053788327178831
93600,1177952368,8863.0,8482.0,2001.0,2.75161976089588,0.46288082303855954,#a587c2,0.057318892869317635
93700,1177952278,8395.0,8392.0,2874.0,1.05961506959331,0.27752474037108205,#c8b6da,0.047302880748186296
93800,1061844617,0.0,0.0,0.0,3.75304212064446,0.5517737521668395,#9471b7,0.06284916661540205
93900,1061844745,0.0,0.0,0.0,0.153117553373465,0.12859664026230905,#e4dbed,0.040538685660919824
94000,1061844725,0.0,0.0,0.0,11.0031686607718,0.8465234959076903,#5d2791,0.08529759942948048
94100,1061844448,0.0,0.0,0.0,16.7646061524627,0.9231034471949419,#4e1487,0.09234171217762253
94200,1145248400,9029.0,7758.0,1730.0,1.62561933251329,0.34341860676524155,#bca5d2,0.050645356508957434
94300,1145248322,8098.0,8059.0,2725.0,1.63276696100647,0.3441834658775661,#bba5d1,0.05068545565586598
94400,1145248423,9156.0,7707.0,1499.0,5.58727011647036,0.6696529608511251,#7e53a8,0.07101403801326572
94500,1145248154,9502.0,8383.0,1910.0,9.21242770824118,0.8056756307736676,#643196,0.08176260424570275
94600,1145247948,8017.0,8506.0,3719.0,6.0276021666551,0.6912602307742944,#7a4ea5,0.07262199973304774
94700,1145248054,8445.0,8490.0,2934.0,8.84044174239842,0.7952873393874231,#663498,0.08088716588157259
94800,1056601129,7576.0,8436.0,3133.0,0.0328978588482061,0.055101202772300815,#f2eef6,0.0375660607960828
94900,1056601139,7818.0,8325.0,2543.0,1.8718681087929,0.3706306639541335,#b69ece,0.052093608522287685
95000,1056600807,7931.0,8276.0,4203.0,17.9300512859693,0.932215928504481,#4c1286,0.09321774790865581
95100,1056600881,8208.0,8325.0,3599.0,0.264486987201782,0.15797788804844945,#dfd4e9,0.041791836194344074
95200,1056601009,9287.0,8507.0,1863.0,0.248138341424804,0.1540188017416218,#dfd5ea,0.04162069990334365
95300,1056600675,9498.0,9038.0,2453.0,2.97354833823094,0.48392071796447167,#a182c0,0.05858215028897353
95400,1056600707,9637.0,9104.0,2227.0,6.20927684160963,0.6997175663687687,#784ca4,0.07326106285518084
95500,1056600711,9652.0,9111.0,2202.0,9.60718794906022,0.8157065699516948,#622f95,0.08261685615288929
95600,1056600467,7887.0,8894.0,4498.0,2.2186971480566,0.4081432418114622,#af95c9,0.054158399168680364
95700,1056600259,7862.0,9019.0,3876.0,3.67001253761309,0.5450969082764652,#9573b8,0.06241568191169164
95800,1056599973,7115.0,8601.0,3884.0,14.7170551072298,0.9030447035073805,#52198a,0.09044228038559111
95900,1056600202,7410.0,8302.0,567.0,0.970391653916311,0.2667602887656616,#cab9db,0.046778195022149055
96000,1056600097,7438.0,8389.0,1746.0,14.4058276858239,0.8996341841868514,#521a8a,0.09012302853576537
96100,1056599809,7238.0,8158.0,3050.0,2.58350132271463,0.44600376787152873,#a88cc4,0.05632518562899722
96200,1056599808,7224.0,8168.0,3108.0,22.0302714313603,0.9544908828166877,#480c83,0.09539408123833915
96300,1061845839,0.0,0.0,0.0,1.38714513715386,0.315394670436628,#c1acd5,0.04919579986339015
96400,1061845637,0.0,0.0,0.0,1.94638615302705,0.37885603408011587,#b59ccd,0.05253953718066237
96500,1061845520,0.0,0.0,0.0,14.3615367054119,0.8990824825320598,#531a8a,0.09007162322668104
96600,1061845974,0.0,0.0,0.0,0.0665713889505243,0.09093673298580308,#ebe5f2,0.038987233413962444
96700,1061845908,0.0,0.0,0.0,1.8182052177807,0.3649819913295069,#b8a0cf,0.05178952370956121
96800,1061845897,0.0,0.0,0.0,11.3052483735622,0.8524417500227264,#5b2690,0.08582231869944762
96900,1061845282,0.0,0.0,0.0,1.65063248436873,0.34631817512139,#bba5d1,0.05079773068119027
97000,1061845289,0.0,0.0,0.0,0.321484658466104,0.17043819530865514,#dcd1e8,0.042334813860207814
97100,1061845049,0.0,0.0,0.0,0.194130602841266,0.14050211119923012,#e2d8ec,0.04104180733362198
97200,1061845152,0.0,0.0,0.0,0.311973460796028,0.16834423675524196,#ddd1e8,0.042243140408373056
97300,1061845117,0.0,0.0,0.0,1.73022259337439,0.3550952469021639,#b9a2d0,0.051261695931952594
97400,1061845188,0.0,0.0,0.0,0.0036179824810672,0.009755088350631479,#fbf9fc,0.035841820527694135
97500,1061846711,0.0,0.0,0.0,0.505278128647181,0.20401049487011502,#d6c8e3,0.043833449281974406
97600,1061847276,0.0,0.0,0.0,0.0455866724086348,0.07181212050919555,#efe9f4,0.03822229866112499
97700,1061847164,0.0,0.0,0.0,2.52587378753966,0.4401199951099172,#a98dc5,0.05598273792892385
97800,1061847240,0.0,0.0,0.0,0.0617125701314172,0.08711870676116647,#ece6f2,0.03883334862219312
97900,1061847059,0.0,0.0,0.0,0.784173462339918,0.24353866456852855,#cebede,0.04566606639757965
98000,1061847037,0.0,0.0,0.0,7.29397095652082,0.7443959964014005,#70419e,0.07673240609950653
98100,1061846225,0.0,0.0,0.0,6.37521066529235,0.7073222721331106,#774aa3,0.07384081345497971
98200,1061846370,0.0,0.0,0.0,1.37442318365779,0.31394018425581405,#c1add5,0.04912177545050661
98300,1061846232,0.0,0.0,0.0,5.70288452310596,0.6754113468730114,#7d52a7,0.07143902962422437
98400,1061846241,0.0,0.0,0.0,10.7407822576687,0.8413324848830612,#5d2892,0.08484001925952642
98500,1061846444,0.0,0.0,0.0,1.18070559594911,0.29160253657374463,#c5b2d8,0.04799791934028679
98600,1061846550,0.0,0.0,0.0,1.78615058592231,0.36138652656788284,#b8a1cf,0.05159707778215877
98700,1057257029,0.0,0.0,0.0,0.903666608681688,0.2585568613191312,#ccbbdc,0.046382246903875546
98800,1057257017,0.0,0.0,0.0,0.500043015309291,0.20306695965368182,#d6c9e4,0.04379066228537811
98900,1057256826,0.0,0.0,0.0,0.0111498230213369,0.028992548892991823,#f7f4fa,0.036563485045820646
99000,1057256481,0.0,0.0,0.0,0.899415516897018,0.2579957556588603,#ccbbdc,0.04635530995897462
99100,1057256487,0.0,0.0,0.0,0.205899254694606,0.1436148370129117,#e1d7eb,0.04117445345496403
99200,1057256432,0.0,0.0,0.0,0.0422627599174336,0.067972151605107,#f0eaf5,0.03807052561652263
99300,1057256321,0.0,0.0,0.0,5.39858973417669,0.6597223310648782,#8056a9,0.07028705617822052
99400,1057256190,0.0,0.0,0.0,5.73987744868582,0.6773328986593022,#7c51a7,0.0715815758692272
99500,1057256377,0.0,0.0,0.0,5.85456031479342,0.6829658979414632,#7b50a6,0.07200059081246875
99600,1057256194,0.0,0.0,0.0,15.3132420726964,0.9093391178415927,#511789,0.0910339255548229
99700,1057255681,0.0,0.0,0.0,3.24310566875247,0.5085874243369393,#9c7cbc,0.060098761392242885
99800,1057255777,0.0,0.0,0.0,5.87095465813126,0.6837464303962535,#7b50a6,0.07205879371646788
99900,1057255900,0.0,0.0,0.0,7.06515151975302,0.73567221398501,#71439f,0.07604193776450614
100000,1057257617,0.0,0.0,0.0,14.9691328533442,0.9056684210361333,#51188a,0.09068834268881291
100100,1057257811,0.0,0.0,0.0,8.88051600735752,0.7964001467024855,#663498,0.08098064694839929
100200,1057257500,0.0,0.0,0.0,15.9601869714438,0.915852958970324,#4f1688,0.0916504617055081
100300,1057257745,0.0,0.0,0.0,3.18267159838,0.5033995479808033,#9d7dbd,0.05977658002069285
100400,1057257672,0.0,0.0,0.0,4.4631946467206,0.603251278161078,#8a64b0,0.06629250041375817
100500,1057257339,0.0,0.0,0.0,33.2285296718166,0.9811731810302401,#430580,0.0980683750074871
100600,1057257196,0.0,0.0,0.0,1.91000783970064,0.37474961835411097,#b69dce,0.05231637029853189
100700,1057257251,0.0,0.0,0.0,0.497279519281598,0.20259049004272553,#d6c9e4,0.04376905556284444
100800,1057257198,0.0,0.0,0.0,10.579852732134,0.8379783895954084,#5e2992,0.08454573004858175
100900,1061826186,7457.0,7918.0,678.0,2.75655429473236,0.4633228112960914,#a587c2,0.05734513290489951
101000,1061825961,7284.0,8195.0,3084.0,2.23351366800115,0.4095162266114547,#af95c9,0.054235395390936275
101100,1061826103,7426.0,7973.0,1285.0,0.602808972016965,0.21903496095770392,#d3c5e1,0.04452117721351995
101200,1061825966,7283.0,8186.0,3034.0,52.5880049177392,0.9948904903561924,#40027e,0.09947199892075503
101300,1061825482,6979.0,8415.0,3505.0,10.2427599585419,0.8307122280283249,#5f2b93,0.08391144799924904
101400,1061825729,7533.0,7665.0,952.0,5.70492250331404,0.6755147909332848,#7d52a7,0.07144670340250348
101500,1061825680,7370.0,7845.0,1625.0,2.47118247100737,0.4343522050825515,#aa8ec6,0.055649228617966694
101600,1061825791,7152.0,8112.0,2626.0,2.27341347746714,0.41368220103882913,#ae94c9,0.054470093507429394
101700,1061827321,8110.0,8516.0,2859.0,7.41445389253181,0.7489788817383618,#6f409e,0.0770977036884848
101800,1061827138,7883.0,8586.0,3228.0,7.28446820476887,0.7440449135301697,#70419e,0.07670454724022831
101900,1061827182,8257.0,8502.0,2702.0,6.42406214594378,0.70942250002351,#7649a3,0.07400153352378307
102000,1061827022,9304.0,8572.0,1359.0,1.03090128229709,0.2741612410779498,#c9b7da,0.047138240870643
102100,1061826991,9198.0,8557.0,1495.0,0.852557530343116,0.2522718509903985,#cdbcdd,0.04608119980064865
102200,1061827002,9253.0,8566.0,1422.0,2.53587042900021,0.4412390717619658,#a98dc5,0.056047812830971454
102300,1061826701,7552.0,8640.0,2672.0,0.774748278794095,0.24221896913291935,#cfbfde,0.045603688978311005
102400,1061826442,7504.0,8611.0,2892.0,1.83137349871253,0.36641453483086894,#b7a0cf,0.05186659334315255
102500,1061826511,7754.0,8768.0,1948.0,11.4803890386737,0.8555638798418873,#5b2590,0.08610023362768443
102600,1061826628,7747.0,8940.0,906.0,0.121719588212783,0.11765664722127311,#e6deee,0.04008177469456149
102700,1060388837,7771.0,8257.0,3574.0,0.0104112594109577,0.027516120032725938,#f7f5fa,0.03650763594129777
102800,1060388811,7741.0,8295.0,3667.0,2.00559643299909,0.3853792792143267,#b49bcc,0.05289578721237945
102900,1060388405,7836.0,8548.0,3361.0,7.0885404501584,0.7365969411904844,#71439f,0.07611493683377397
103000,1060388582,8776.0,8335.0,1712.0,0.0926806734451283,0.10577625363229712,#e9e1f0,0.039591328913858435
103100,1060388597,8795.0,8331.0,1674.0,4.4485702541399,0.6022983389391655,#8b64b0,0.0662270942178928
103200,1060388452,7916.0,8513.0,3205.0,3.69089554160335,0.5467488785723466,#9572b8,0.06252278596878164
103300,1060387977,7976.0,8108.0,4499.0,9.94209743602531,0.8236623585872676,#612d94,0.08330080580858662
103400,1060388268,9347.0,8621.0,1494.0,1.11901290710908,0.28442728039296206,#c7b4d9,0.04764231612893971
103500,1060388162,8971.0,8515.0,2109.0,6.10950629891579,0.6950876610044104,#794da5,0.07291041127344906
103600,1060387932,7832.0,8066.0,4687.0,2.58445743026561,0.44610407726330903,#a88cc4,0.05633104897178844
103700,1060387805,7828.0,8786.0,1340.0,0.429924378016705,0.1913715115058007,#d8cbe5,0.04326317031723941
103800,1060387878,7832.0,8871.0,828.0,1.97834622381761,0.3823856708033842,#b49ccd,0.052732092598063704
103900,1060387613,7495.0,7925.0,780.0,3.1107118960529,0.49680420547125037,#9f7fbe,0.059369478941835925
104000,1060387543,7463.0,7986.0,1465.0,4.41905633376146,0.6002984204405463,#8b65b1,0.06608982726735955
104100,1060387604,7495.0,7928.0,819.0,5.82069354850744,0.681248099607226,#7c51a6,0.0718724976743502
104200,1060387267,7517.0,7746.0,1044.0,1.64784361789864,0.3460015736035836,#bba5d1,0.05078104604732542
104300,1060387071,6961.0,8443.0,3428.0,0.317034333324652,0.16943823605934555,#dcd1e8,0.04229098366500909
104400,1060387377,6928.0,8545.0,3733.0,0.0017352168919894,0.0038493729095679485,#fcfbfd,0.03562322627211826
104500,1063466864,8154.0,9174.0,1176.0,8.79755560427019,0.7941024346970186,#663498,0.08078801791689204
104600,1063466680,7617.0,8796.0,4692.0,70.2911349330403,0.9985173018027479,#40017e,0.0998467655380684
104700,1063466747,7775.0,8891.0,4146.0,34.151278852375,0.9823016616877682,#430580,0.0981832030093633
104800,1063466485,7558.0,8208.0,1422.0,0.966080614060129,0.26619604843689754,#cab9db,0.046750825462374426
104900,1063466524,7645.0,8151.0,1025.0,13.1535672890846,0.8829702864773535,#561e8c,0.08858048095622449
105000,1063466384,7683.0,8380.0,2536.0,2.62415836537633,0.4502857250331491,#a78ac4,0.0565755638256335
105100,1063466523,7642.0,8153.0,1034.0,5.50214094127592,0.6652330782758069,#7f55a8,0.07068953822361615
105200,1063465953,6699.0,8803.0,3958.0,10.9784116870299,0.8460501609652271,#5d2791,0.08525572274842742
105300,1063466243,6699.0,8803.0,3958.0,0.256794406816287,0.1561033562895556,#dfd4ea,0.04171070338936831
105400,1063466138,7409.0,8147.0,1666.0,16.2774348079419,0.9188371633757872,#4f1588,0.09193434004442855
105500,1063466130,7410.0,8165.0,1721.0,8.03317819092587,0.7706300370204349,#6b3a9b,0.07884681583188148
105600,1061827605,9079.0,7642.0,1504.0,0.998140771657464,0.2701363267327664,#c9b8db,0.04694199057001719
105700,1061827469,7948.0,8272.0,3352.0,10.4754150695037,0.8358656230310364,#5f2a93,0.08436073708769962
105800,1061827571,8987.0,7715.0,1667.0,0.205104496039344,0.14341108356085802,#e1d8eb,0.041165770677635494
105900,1063472618,9666.0,8970.0,2314.0,3.17126222833549,0.5023086833451929,#9e7dbd,0.05970907679119396
106000,1063472528,8722.0,8750.0,4081.0,0.41177684115556,0.1881083216044487,#d9cce5,0.043117156778349236
106100,1063472234,7815.0,8869.0,4151.0,1.58593881366227,0.33883572142828033,#bca6d2,0.050405405725448736
106200,1063472443,8119.0,9202.0,1018.0,3.96246263144197,0.5676163667311364,#916db5,0.06388940136311877
106300,1063472269,7920.0,8916.0,3920.0,4.0646809390816,0.5752837658653409,#906bb4,0.06439883444412847
106400,1063472101,7683.0,8055.0,746.0,2.64514852995382,0.4524329729509456,#a78ac4,0.05670172795017444
106500,1063471979,7597.0,8106.0,1124.0,4.96145476568803,0.6345133270430986,#855cac,0.06847491605994162
106600,1063472063,7666.0,8070.0,850.0,4.2855241987549,0.5910887644077201,#8d67b2,0.06546225141684522
106700,1063467787,8338.0,7666.0,2915.0,6.48664447756827,0.7120493522207559,#7649a2,0.07420336814935245
106800,1063467830,8775.0,7576.0,2158.0,0.077642445549505,0.09809631582412003,#eae3f1,0.03927757944811058
106900,1063467969,9179.0,7548.0,1334.0,0.391500364102763,0.1843373154072091,#dacde6,0.04294894113468676
107000,1063467802,8417.0,7646.0,2739.0,1.57915400183201,0.33803951563102447,#bda7d2,0.05036387887215693
107100,1063467424,9477.0,8605.0,2367.0,3.0601956533243,0.49199562400278357,#a080bf,0.05907441492828709
107200,1063467277,7813.0,8604.0,4883.0,0.204076684932791,0.1431665794183936,#e1d8eb,0.04115535134484126
107300,1063467376,8888.0,8597.0,3662.0,39.7703455624637,0.987931526301436,#42047f,0.09875761657925682
107400,1063466992,8809.0,8763.0,3994.0,1.77888334684211,0.36055583941720243,#b8a1cf,0.05155261555830381
107500,1063467243,9724.0,8985.0,2219.0,1.46502514975751,0.324764194562604,#bfaad4,0.04967571754791669
107600,1063467126,9631.0,8957.0,2405.0,1.28237431657749,0.30313811662847595,#c3afd7,0.04857507882861021
107700,1063473199,7854.0,8710.0,4361.0,0.0720505301668071,0.0946607191556457,#ebe4f1,0.03913791554290942
107800,1063472907,8481.0,8761.0,4014.0,4.49564207292603,0.6053891220733951,#8a64b0,0.06643937277825489
107900,1063472894,8100.0,8734.0,4207.0,5.26383549528004,0.6521991266813578,#8158aa,0.06974146135642033
108000,1063472776,7682.0,8703.0,4514.0,3.08832416355278,0.49466949622742645,#9f7fbe,0.05923816984109747
108100,1063472837,7983.0,8721.0,4273.0,2.85631108943291,0.47290549287960054,#a385c1,0.05791737768625661
108200,1066225064,7887.0,7840.0,3068.0,5.93449740154255,0.6868999069003457,#7b4fa6,0.07229467868306524
108300,1066225299,8876.0,7507.0,1140.0,0.917932961186525,0.2603467570287104,#cbbadc,0.046468260720702696
108400,1066225250,8875.0,7496.0,1077.0,3.57080183621795,0.5368307874600722,#9775b9,0.06188354832994679
108500,1066225072,7906.0,7837.0,3046.0,25.2213800816648,0.9656126866303254,#460982,0.09649978294251597
108600,1066224693,7995.0,8284.0,3465.0,3.11033043576915,0.4967509161068671,#9f7fbe,0.05936619841021444
108700,1066224622,7798.0,8269.0,3615.0,10.1548551924094,0.8286558854968293,#602c93,0.08373293092144364
108800,1066224837,9476.0,8462.0,1636.0,1.80832197944978,0.3638535106719789,#b8a0cf,0.051729122197909184
108900,1066224525,7314.0,8226.0,4111.0,3.8073820650265,0.555892706566817,#9370b6,0.06311790475610725
109000,1066262168,8936.0,8034.0,2289.0,7.69324416373327,0.7590850529602242,#6d3d9c,0.07790927164468428
109100,1066262040,8086.0,8218.0,3542.0,14.4764223256942,0.9004648713375317,#52198a,0.09020065356342369
109200,1066262096,8444.0,8168.0,3117.0,2.38943065095123,0.42581336810725584,#ac91c7,0.055159054155638605
109300,1066262125,8568.0,8124.0,2876.0,5.91918374413209,0.6862165491688427,#7b4fa6,0.07224345724107917
109400,1066262224,9496.0,8038.0,1962.0,9.67371339774177,0.8172519615188096,#622e95,0.08274939470631613
109500,1066224363,8978.0,8714.0,3517.0,3.81944064277061,0.5568142991037983,#9370b6,0.06317827773948342
109600,1066224269,8108.0,8521.0,4042.0,12.5430867275486,0.8737136104171304,#57208e,0.08773487011585697
109700,1066224410,9491.0,8952.0,2080.0,3.60832936380838,0.5400124759806026,#9674b8,0.062087708112588944
109800,1066224243,8051.0,8505.0,4076.0,6.07493234252512,0.6935171920893506,#794da5,0.07279205019003995
109900,1066261460,8073.0,8364.0,4140.0,12.958767556238,0.8799610047239455,#561f8d,0.08830443114265778
110000,1066261740,9406.0,8888.0,2287.0,3.48999181683803,0.5302573876299712,#9876ba,0.06146333331417192
110100,1066261532,8502.0,8551.0,3809.0,2.12052190993712,0.3977298730772727,#b198cb,0.05357718448716035
110200,1066261516,8198.0,8443.0,4026.0,7.62651144226187,0.756803014297223,#6d3e9d,0.07772535260684998
110300,1066223862,7817.0,9052.0,2924.0,12.0071177682725,0.8650055013432054,#59228f,0.08694657561590212
110400,1066223910,7808.0,9122.0,1892.0,3.17695145625659,0.502850980994505,#9d7dbd,0.059742634431146
110500,1066223903,7809.0,9118.0,1942.0,12.7267236749491,0.8764877920335535,#57208d,0.08798744880247038
110600,1066223794,7689.0,8993.0,3563.0,0.0085234268882685,0.023428512317679843,#f8f6fb,0.03635332054418176
110700,1066261397,7117.0,9085.0,3253.0,0.998557061367802,0.27018961609714964,#c9b8db,0.04694458889954261
110800,1066261335,7321.0,9224.0,2620.0,9.64591914168635,0.8166344318256623,#622f95,0.08269643305312123
110900,1066223237,7194.0,8311.0,3909.0,14.6466671885162,0.9023205950854667,#52198a,0.09037446046345178
111000,1066223591,7186.0,8037.0,515.0,0.0866900419793237,0.10290176262409369,#e9e2f0,0.039473643292990364
111100,1066223314,7215.0,8218.0,3097.0,3.11086280138753,0.4968230134822092,#9f7fbe,0.05937063677652586
111200,1066223270,7206.0,8268.0,3534.0,41.0071963683705,0.9889691015726632,#42037f,0.09886374294707669
111300,1066223555,7243.0,8057.0,729.0,0.0910557275466277,0.10499885584600001,#e9e1f0,0.03955938091319026
111400,1066260992,7328.0,7849.0,990.0,2.09878646161566,0.39539767971838136,#b298cb,0.05344774456517817
111500,1066260776,7107.0,8068.0,3116.0,6.6516369886627,0.7190647403083887,#7547a1,0.07474463379978785
111600,1066260710,7034.0,8164.0,3690.0,0.0545956443452871,0.08118164463517161,#ede7f3,0.03859515531328805
111700,1066260737,7059.0,8131.0,3497.0,0.199710461099489,0.1420349640923724,#e2d8eb,0.04110712853537048
111800,1066260816,7152.0,8017.0,2790.0,32.2191425595749,0.9797500415343575,#430680,0.0979236955686731
111900,1066222919,7292.0,7927.0,1720.0,3.88587948895099,0.5617921526708943,#926eb6,0.06350498381084038
112000,1066223195,7490.0,7774.0,612.0,0.0554026794246437,0.08184305968722277,#ede7f3,0.03862164200778081
112100,1066223145,7287.0,7928.0,1730.0,7.92850802212781,0.7671129389711391,#6c3b9b,0.07856013934303202
112200,1066260565,7336.0,7549.0,636.0,2.38740901229346,0.42560647998670903,#ac91c7,0.05514720904170201
112300,1066260293,6832.0,8267.0,3600.0,8.89610744086092,0.7968295962860448,#663398,0.08101672274038593
112400,1066260307,6861.0,8236.0,3486.0,7.07302647062152,0.7359825461658303,#71439f,0.07606643575724348
112500,1066260542,7355.0,7588.0,764.0,0.828986832501287,0.24922495321507274,#cdbdde,0.0459358747983684
112600,1066262832,7794.0,8074.0,3302.0,0.841161174646756,0.2507201900862974,#cdbddd,0.04600709428972363
112700,1066262795,8938.0,7408.0,1230.0,0.509121198359606,0.2045621965249065,#d6c8e3,0.04385846759227656
112800,1066262613,8130.0,7891.0,2678.0,1.90334406945042,0.37398789391027953,#b69ece,0.05227517462758262
112900,1066262541,7827.0,8054.0,3237.0,18.860114203215,0.9382658386962287,#4b1085,0.09380391124405556
113000,1066262859,8605.0,7580.0,1648.0,4.1251299010002,0.5796942444351798,#8f6ab3,0.06469381229313009
113100,1066229835,9261.0,8807.0,2544.0,1.54921321190083,0.3344816668913179,#bda8d3,0.05017845566149016
113200,1066229723,8180.0,8487.0,3957.0,20.4319783801913,0.9472341252550837,#490e84,0.09467968345074798
113300,1066229978,9529.0,8935.0,1935.0,1.25192923725408,0.2995865372257557,#c4b0d7,0.04839654772968903
113400,1066229603,7714.0,8332.0,4326.0,1.16613239828318,0.28991921959293193,#c6b3d8,0.047914144832727414
113500,1066229438,7826.0,9144.0,1165.0,16.3173138415034,0.9192384009429083,#4f1588,0.0919725085605859
